Combination,Load,Sliding Distance,Sliding Speed,Phase,Wear Rate
AlCoNiTiSi,20,1000,2,FCC,2.511
AlCoNiTiSi,20,1000,3,FCC,2.59
AlCoNiTiSi,20,1500,1,FCC,2.639
AlCoNiTiSi,20,1500,2,FCC,2.769
AlCoNiTiSi,20,1500,3,FCC,2.793
AlCoNiTiSi,30,500,1,FCC,2.82
AlCoNiTiSi,30,500,2,FCC,2.743
AlCoNiTiSi,30,500,3,FCC,2.804
AlCoNiTiSi,30,1000,1,FCC,2.937
AlCoNiTiSi,30,1000,2,FCC,2.877
AlCoNiTiSi,30,1000,3,FCC,2.983
AlCoNiTiSi,30,1500,1,FCC,2.684
AlCoNiTiSi,30,1500,2,FCC,2.666
AlCoNiTiSi,30,1500,3,FCC,2.604
AlCoNiMoSi,10,500,1,BCC,2.708
AlCoNiMoSi,10,500,2,BCC,2.736
AlCoNiMoSi,10,500,3,BCC,2.805
AlCoNiMoSi,10,1000,1,BCC,2.642
AlCoNiMoSi,10,1000,2,BCC,2.685
AlCoNiMoSi,10,1000,3,BCC,2.788
AlCoNiMoSi,10,1500,1,BCC,2.608
AlCoNiMoSi,10,1500,2,BCC,2.664
AlCoNiMoSi,10,1500,3,BCC,2.797
AlCoNiMoSi,20,500,1,BCC,2.015
AlCoNiMoSi,20,500,2,BCC,2.115
AlCoNiMoSi,20,500,3,BCC,2.166
AlCoNiMoSi,20,1000,1,BCC,2.079
AlCoNiMoSi,20,1000,2,BCC,2.113
AlCoNiMoSi,20,1000,3,BCC,2.166
AlCoNiMoSi,20,1500,1,BCC,2.06
AlCoNiMoSi,20,1500,2,BCC,2.12
AlCoNiMoSi,20,1500,3,BCC,2.199
AlCoNiMoSi,30,500,1,BCC,2.839
AlCoNiMoSi,30,500,2,BCC,2.647
AlCoNiMoSi,30,500,3,BCC,1.153
AlCoNiMoSi,30,1000,1,BCC,2.59
AlCoNiMoSi,30,1000,2,BCC,1.109
AlCoNiMoSi,30,1000,3,BCC,1.234
AlCoNiMoSi,30,1500,1,BCC,2.597
AlCoNiMoSi,30,1500,2,BCC,1.181
AlCoNiMoSi,30,1500,3,BCC,1.326
AlCoMnTiMo,10,500,1,FCC,2.649
AlCoMnTiMo,10,500,2,FCC,2.558
AlCoMnTiMo,10,500,3,FCC,2.566
AlCoMnTiMo,10,1000,1,FCC,2.741
AlCoMnTiMo,10,1000,2,FCC,2.609
AlCoMnTiMo,10,1000,3,FCC,2.687
AlCoMnTiMo,10,1500,1,FCC,2.761
AlCoMnTiMo,10,1500,2,FCC,2.586
AlCoMnTiMo,10,1500,3,FCC,2.786
AlCoMnTiMo,20,500,1,FCC,2.695
AlCoMnTiMo,20,500,2,FCC,2.652
AlCoMnTiMo,20,500,3,FCC,2.637
AlCoMnTiMo,20,1000,1,FCC,2.703
AlCoMnTiMo,20,1000,2,FCC,2.658
AlCoMnTiMo,20,1000,3,FCC,2.645
AlCoMnTiMo,20,1500,1,FCC,2.725
AlCoMnTiMo,20,1500,2,FCC,2.677
AlCoMnTiMo,20,1500,3,FCC,2.675
AlCoMnTiMo,30,500,1,FCC,1.738
AlCoMnTiMo,30,500,2,FCC,2.016
AlCoMnTiMo,30,500,3,FCC,2.037
AlCoMnTiMo,30,1000,1,FCC,1.949
AlCoMnTiMo,30,1000,2,FCC,2.026
AlCoMnTiMo,30,1000,3,FCC,2.06
AlCoMnTiMo,30,1500,1,FCC,2.085
AlCoMnTiMo,30,1500,2,FCC,2.055
AlCoMnTiMo,30,1500,3,FCC,2.081
AlCoMnTiSi,10,500,1,MIP,2.516
AlCoMnTiSi,10,500,2,MIP,2.868
AlCoMnTiSi,10,500,3,MIP,2.816
AlCoMnTiSi,10,1000,1,MIP,2.677
AlCoMnTiSi,10,1000,2,MIP,2.797
AlCoMnTiSi,10,1000,3,MIP,2.827
AlCoMnTiSi,10,1500,1,MIP,2.764
AlCoMnTiSi,10,1500,2,MIP,2.608
AlCoMnTiSi,10,1500,3,MIP,2.792
AlCoMnTiSi,20,500,1,MIP,2.612
AlCoMnTiSi,20,500,2,MIP,2.689
AlCoMnTiSi,20,500,3,MIP,2.851
AlCoMnTiSi,20,1000,1,MIP,2.634
AlCoMnTiSi,20,1000,2,MIP,2.755
AlCoMnTiSi,20,1000,3,MIP,2.94
AlCoMnTiSi,20,1500,1,MIP,2.651
AlCoMnTiSi,20,1500,2,MIP,2.53
AlCoMnTiSi,20,1500,3,MIP,2.873
AlCoMnTiSi,30,500,1,MIP,2.607
AlCoMnTiSi,30,500,2,MIP,2.998
AlCoMnTiSi,30,500,3,MIP,2.758
AlCoMnTiSi,30,1000,1,MIP,2.509
AlCoMnTiSi,30,1000,2,MIP,2.889
AlCoMnTiSi,30,1000,3,MIP,2.949
AlCoMnTiSi,30,1500,1,MIP,2.562
AlCoMnTiSi,30,1500,2,MIP,2.995
AlCoMnTiSi,30,1500,3,MIP,2.771
AlCoMnMoSi,10,500,1,BCC_FCC,2.839
AlCoMnMoSi,10,500,2,BCC_FCC,2.984
AlCoMnMoSi,10,500,3,BCC_FCC,2.971
AlCoMnMoSi,10,1000,1,BCC_FCC,2.559
AlCoMnMoSi,10,1000,2,BCC_FCC,2.764
AlCoMnMoSi,10,1000,3,BCC_FCC,2.527
AlCoMnMoSi,10,1500,1,BCC_FCC,2.956
AlCoMnMoSi,10,1500,2,BCC_FCC,2.94
AlCoMnMoSi,10,1500,3,BCC_FCC,2.573
AlCoMnMoSi,20,500,1,BCC_FCC,2.932
AlCoMnMoSi,20,500,2,BCC_FCC,2.773
AlCoMnMoSi,20,500,3,BCC_FCC,2.633
AlCoMnMoSi,20,1000,1,BCC_FCC,2.73
AlCoMnMoSi,20,1000,2,BCC_FCC,2.701
AlCoMnMoSi,20,1000,3,BCC_FCC,2.589
AlCoMnMoSi,20,1500,1,BCC_FCC,2.772
AlCoMnMoSi,20,1500,2,BCC_FCC,2.501
AlCoMnMoSi,20,1500,3,BCC_FCC,2.973
AlCoMnMoSi,30,500,1,BCC_FCC,2.176
AlCoMnMoSi,30,500,2,BCC_FCC,2.605
AlCoMnMoSi,30,500,3,BCC_FCC,2.779
AlCoMnMoSi,30,1000,1,BCC_FCC,2.363
AlCoMnMoSi,30,1000,2,BCC_FCC,2.826
AlCoMnMoSi,30,1000,3,BCC_FCC,2.885
AlCoMnMoSi,30,1500,1,BCC_FCC,2.556
AlCoMnMoSi,30,1500,2,BCC_FCC,2.941
AlCoMnMoSi,30,1500,3,BCC_FCC,2.97
AlCoTiMoSi,10,500,1,MIP,2.815
AlCoTiMoSi,10,500,2,MIP,2.882
AlCoTiMoSi,10,500,3,MIP,2.636
AlCoTiMoSi,10,1000,1,MIP,2.718
AlCoTiMoSi,10,1000,2,MIP,2.605
AlCoTiMoSi,10,1000,3,MIP,2.917
AlCoTiMoSi,10,1500,1,MIP,2.703
AlCoTiMoSi,10,1500,2,MIP,2.66
AlCoTiMoSi,10,1500,3,MIP,2.558
AlCoTiMoSi,20,500,1,MIP,2.925
AlCoTiMoSi,20,500,2,MIP,2.897
AlCoTiMoSi,20,500,3,MIP,2.827
AlCoTiMoSi,20,1000,1,MIP,2.779
AlCoTiMoSi,20,1000,2,MIP,2.653
AlCoTiMoSi,20,1000,3,MIP,2.637
AlCoTiMoSi,20,1500,1,MIP,2.705
AlCoTiMoSi,20,1500,2,MIP,2.923
AlCoTiMoSi,20,1500,3,MIP,2.519
AlCoTiMoSi,30,500,1,MIP,2.887
AlCoTiMoSi,30,500,2,MIP,2.978
AlCoTiMoSi,30,500,3,MIP,2.682
AlCoTiMoSi,30,1000,1,MIP,2.943
AlCoTiMoSi,30,1000,2,MIP,2.607
AlCoTiMoSi,30,1000,3,MIP,2.722
AlCoTiMoSi,30,1500,1,MIP,2.837
AlCoTiMoSi,30,1500,2,MIP,2.777
AlCoTiMoSi,30,1500,3,MIP,2.632
AlFeNiMnTi,10,500,1,BCC,2.985
AlFeNiMnTi,10,500,2,BCC,2.91
AlFeNiMnTi,10,500,3,BCC,2.57
AlFeNiMnTi,10,1000,1,BCC,2.542
AlFeNiMnTi,10,1000,2,BCC,2.935
AlFeNiMnTi,10,1000,3,BCC,2.966
AlFeNiMnTi,10,1500,1,BCC,2.871
AlFeNiMnTi,10,1500,2,BCC,2.793
AlFeNiMnTi,10,1500,3,BCC,2.752
AlFeNiMnTi,20,500,1,BCC,2.822
AlFeNiMnTi,20,500,2,BCC,2.908
AlFeNiMnTi,20,500,3,BCC,2.772
AlFeNiMnTi,20,1000,1,BCC,2.683
AlFeNiMnTi,20,1000,2,BCC,2.917
AlFeNiMnTi,20,1000,3,BCC,2.846
AlFeNiMnTi,20,1500,1,BCC,2.562
AlFeNiMnTi,20,1500,2,BCC,2.558
AlFeNiMnTi,20,1500,3,BCC,2.698
AlFeNiMnTi,30,500,1,BCC,2.592
AlFeNiMnTi,30,500,2,BCC,2.626
AlFeNiMnTi,30,500,3,BCC,2.977
AlFeNiMnTi,30,1000,1,BCC,2.704
AlFeNiMnTi,30,1000,2,BCC,2.952
AlFeNiMnTi,30,1000,3,BCC,2.989
AlFeNiMnTi,30,1500,1,BCC,2.554
AlFeNiMnTi,30,1500,2,BCC,2.649
AlFeNiMnTi,30,1500,3,BCC,2.775
AlFeNiMnMo,10,500,1,BCC_FCC,2.818
AlFeNiMnMo,10,500,2,BCC_FCC,2.953
AlFeNiMnMo,10,500,3,BCC_FCC,2.973
AlFeNiMnMo,10,1000,1,BCC_FCC,2.537
AlFeNiMnMo,10,1000,2,BCC_FCC,2.608
AlFeNiMnMo,10,1000,3,BCC_FCC,2.916
AlFeNiMnMo,10,1500,1,BCC_FCC,2.691
AlFeNiMnMo,10,1500,2,BCC_FCC,2.978
AlFeNiMnMo,10,1500,3,BCC_FCC,2.595
AlFeNiMnMo,20,500,1,BCC_FCC,2.609
AlFeNiMnMo,20,500,2,BCC_FCC,2.792
AlFeNiMnMo,20,500,3,BCC_FCC,2.601
AlFeNiMnMo,20,1000,1,BCC_FCC,2.994
AlFeNiMnMo,20,1000,2,BCC_FCC,2.526
AlFeNiMnMo,20,1000,3,BCC_FCC,2.805
AlFeNiMnMo,20,1500,1,BCC_FCC,2.841
AlFeNiMnMo,20,1500,2,BCC_FCC,2.63
AlFeNiMnMo,20,1500,3,BCC_FCC,2.735
AlFeNiMnMo,30,500,1,BCC_FCC,2.579
AlFeNiMnMo,30,500,2,BCC_FCC,2.598
AlFeNiMnMo,30,500,3,BCC_FCC,2.727
AlFeNiMnMo,30,1000,1,BCC_FCC,2.921
AlFeNiMnMo,30,1000,2,BCC_FCC,2.561
AlFeNiMnMo,30,1000,3,BCC_FCC,2.785
AlFeNiMnMo,30,1500,1,BCC_FCC,2.812
AlFeNiMnMo,30,1500,2,BCC_FCC,2.576
AlFeNiMnMo,30,1500,3,BCC_FCC,2.943
AlFeNiMnSi,10,500,1,BCC_FCC,2.952
AlFeNiMnSi,10,500,2,BCC_FCC,2.933
AlFeNiMnSi,10,500,3,BCC_FCC,2.766
AlFeNiMnSi,10,1000,1,BCC_FCC,2.835
AlFeNiMnSi,10,1000,2,BCC_FCC,2.972
AlFeNiMnSi,10,1000,3,BCC_FCC,2.647
AlFeNiMnSi,10,1500,1,BCC_FCC,2.997
AlFeNiMnSi,10,1500,2,BCC_FCC,2.619
AlFeNiMnSi,10,1500,3,BCC_FCC,2.839
AlFeNiMnSi,20,500,1,BCC_FCC,2.673
AlFeNiMnSi,20,500,2,BCC_FCC,2.916
AlFeNiMnSi,20,500,3,BCC_FCC,2.628
AlFeNiMnSi,20,1000,1,BCC_FCC,2.786
AlFeNiMnSi,20,1000,2,BCC_FCC,2.927
AlFeNiMnSi,20,1000,3,BCC_FCC,2.998
AlFeNiMnSi,20,1500,1,BCC_FCC,2.725
AlFeNiMnSi,20,1500,2,BCC_FCC,2.703
AlFeNiMnSi,20,1500,3,BCC_FCC,2.748
AlFeNiMnSi,30,500,1,BCC_FCC,2.686
AlFeNiMnSi,30,500,2,BCC_FCC,2.946
AlFeNiMnSi,30,500,3,BCC_FCC,2.849
AlFeNiMnSi,30,1000,1,BCC_FCC,2.84
AlFeNiMnSi,30,1000,2,BCC_FCC,2.77
AlFeNiMnSi,30,1000,3,BCC_FCC,2.619
AlFeNiMnSi,30,1500,1,BCC_FCC,2.78
AlFeNiMnSi,30,1500,2,BCC_FCC,2.774
AlFeNiMnSi,30,1500,3,BCC_FCC,2.528
AlFeNiTiMo,10,500,1,BCC,2.546
AlFeNiTiMo,10,500,2,BCC,2.993
AlFeNiTiMo,10,500,3,BCC,2.699
AlFeNiTiMo,10,1000,1,BCC,2.816
AlFeNiTiMo,10,1000,2,BCC,2.591
AlFeNiTiMo,10,1000,3,BCC,2.803
AlFeNiTiMo,10,1500,1,BCC,2.777
AlFeNiTiMo,10,1500,2,BCC,2.992
AlFeNiTiMo,10,1500,3,BCC,2.521
AlFeNiTiMo,20,500,1,BCC,2.614
AlFeNiTiMo,20,500,2,BCC,2.998
AlFeNiTiMo,20,500,3,BCC,2.675
AlFeNiTiMo,20,1000,1,BCC,2.543
AlFeNiTiMo,20,1000,2,BCC,2.748
AlFeNiTiMo,20,1000,3,BCC,2.655
AlFeNiTiMo,20,1500,1,BCC,2.788
AlFeNiTiMo,20,1500,2,BCC,2.765
AlFeNiTiMo,20,1500,3,BCC,2.72
AlFeNiTiMo,30,500,1,BCC,2.265
AlFeNiTiMo,30,500,2,BCC,2.527
AlFeNiTiMo,30,500,3,BCC,2.826
AlFeNiTiMo,30,1000,1,BCC,2.394
AlFeNiTiMo,30,1000,2,BCC,2.665
AlFeNiTiMo,30,1000,3,BCC,2.879
AlFeNiTiMo,30,1500,1,BCC,2.539
AlFeNiTiMo,30,1500,2,BCC,2.813
AlFeNiTiMo,30,1500,3,BCC,2.938
AlFeNiTiSi,10,500,1,FCC,1.675
AlFeNiTiSi,10,500,2,FCC,1.739
AlFeNiTiSi,10,500,3,FCC,1.875
AlFeNiTiSi,10,1000,1,FCC,1.717
AlFeNiTiSi,10,1000,2,FCC,1.798
AlFeNiTiSi,10,1000,3,FCC,1.952
AlFeNiTiSi,10,1500,1,FCC,1.76
AlFeNiTiSi,10,1500,2,FCC,1.876
AlFeNiTiSi,10,1500,3,FCC,2.046
AlFeNiTiSi,20,500,1,FCC,1.37
AlFeNiTiSi,20,500,2,FCC,1.423
AlFeNiTiSi,20,500,3,FCC,1.548
AlFeNiTiSi,20,1000,1,FCC,1.423
AlFeNiTiSi,20,1000,2,FCC,1.492
AlFeNiTiSi,20,1000,3,FCC,1.618
AlFeNiTiSi,20,1500,1,FCC,1.48
AlFeNiTiSi,20,1500,2,FCC,1.583
AlFeNiTiSi,20,1500,3,FCC,1.72
AlFeNiTiSi,30,500,1,FCC,1.138
AlFeNiTiSi,30,500,2,FCC,1.202
AlFeNiTiSi,30,500,3,FCC,1.301
AlFeNiTiSi,30,1000,1,FCC,1.206
AlFeNiTiSi,30,1000,2,FCC,1.281
AlFeNiTiSi,30,1000,3,FCC,1.401
AlFeNiTiSi,30,1500,1,FCC,1.28
AlFeNiTiSi,30,1500,2,FCC,1.386
AlFeNiTiSi,30,1500,3,FCC,1.504
AlFeNiMoSi,10,500,1,FCC,2.722
AlFeNiMoSi,10,500,2,FCC,2.63
AlFeNiMoSi,10,500,3,FCC,2.709
AlFeNiMoSi,10,1000,1,FCC,2.73
AlFeNiMoSi,10,1000,2,FCC,2.975
AlFeNiMoSi,10,1000,3,FCC,2.77
AlFeNiMoSi,10,1500,1,FCC,2.964
AlFeNiMoSi,10,1500,2,FCC,2.936
AlFeNiMoSi,10,1500,3,FCC,2.705
AlFeNiMoSi,20,500,1,FCC,2.939
AlFeNiMoSi,20,500,2,FCC,2.95
AlFeNiMoSi,20,500,3,FCC,2.993
AlFeNiMoSi,20,1000,1,FCC,2.753
AlFeNiMoSi,20,1000,2,FCC,2.896
AlFeNiMoSi,20,1000,3,FCC,2.766
AlFeNiMoSi,20,1500,1,FCC,2.618
AlFeNiMoSi,20,1500,2,FCC,2.588
AlFeNiMoSi,20,1500,3,FCC,2.647
AlFeNiMoSi,30,500,1,FCC,2.838
AlFeNiMoSi,30,500,2,FCC,2.611
AlFeNiMoSi,30,500,3,FCC,2.909
AlFeNiMoSi,30,1000,1,FCC,2.871
AlFeNiMoSi,30,1000,2,FCC,2.523
AlFeNiMoSi,30,1000,3,FCC,2.857
AlFeNiMoSi,30,1500,1,FCC,2.668
AlFeNiMoSi,30,1500,2,FCC,2.845
AlFeNiMoSi,30,1500,3,FCC,2.578
AlFeMnTiMo,10,500,1,MIP,2.804
AlFeMnTiMo,10,500,2,MIP,2.936
AlFeMnTiMo,10,500,3,MIP,2.625
AlFeMnTiMo,10,1000,1,MIP,2.744
AlFeMnTiMo,10,1000,2,MIP,2.751
AlFeMnTiMo,10,1000,3,MIP,2.601
AlFeMnTiMo,10,1500,1,MIP,2.982
AlFeMnTiMo,10,1500,2,MIP,2.878
AlFeMnTiMo,10,1500,3,MIP,2.518
AlFeMnTiMo,20,500,1,MIP,2.82
AlFeMnTiMo,20,500,2,MIP,2.99
AlFeMnTiMo,20,500,3,MIP,2.825
AlFeMnTiMo,20,1000,1,MIP,2.955
AlFeMnTiMo,20,1000,2,MIP,2.59
AlFeMnTiMo,20,1000,3,MIP,2.949
AlFeMnTiMo,20,1500,1,MIP,2.703
AlFeMnTiMo,20,1500,2,MIP,2.562
AlFeMnTiMo,20,1500,3,MIP,2.645
AlFeMnTiMo,30,500,1,MIP,2.756
AlFeMnTiMo,30,500,2,MIP,2.537
AlFeMnTiMo,30,500,3,MIP,2.964
AlFeMnTiMo,30,1000,1,MIP,2.724
AlFeMnTiMo,30,1000,2,MIP,2.965
AlFeMnTiMo,30,1000,3,MIP,2.663
AlFeMnTiMo,30,1500,1,MIP,2.77
AlFeMnTiMo,30,1500,2,MIP,2.738
AlFeMnTiMo,30,1500,3,MIP,2.79
AlFeMnTiSi,10,500,1,BCC_FCC,2.777
AlFeMnTiSi,10,500,2,BCC_FCC,2.866
AlFeMnTiSi,10,500,3,BCC_FCC,2.8
AlFeMnTiSi,10,1000,1,BCC_FCC,2.81
AlFeMnTiSi,10,1000,2,BCC_FCC,2.518
AlFeMnTiSi,10,1000,3,BCC_FCC,2.919
AlFeMnTiSi,10,1500,1,BCC_FCC,2.598
AlFeMnTiSi,10,1500,2,BCC_FCC,2.66
AlFeMnTiSi,10,1500,3,BCC_FCC,2.881
AlFeMnTiSi,20,500,1,BCC_FCC,2.671
AlFeMnTiSi,20,500,2,BCC_FCC,2.687
AlFeMnTiSi,20,500,3,BCC_FCC,2.763
AlFeMnTiSi,20,1000,1,BCC_FCC,2.756
AlFeMnTiSi,20,1000,2,BCC_FCC,2.78
AlFeMnTiSi,20,1000,3,BCC_FCC,2.855
AlFeMnTiSi,20,1500,1,BCC_FCC,2.874
AlFeMnTiSi,20,1500,2,BCC_FCC,2.889
AlFeMnTiSi,20,1500,3,BCC_FCC,2.96
AlFeMnTiSi,30,500,1,BCC_FCC,2.061
AlFeMnTiSi,30,500,2,BCC_FCC,2.007
AlFeMnTiSi,30,500,3,BCC_FCC,2.011
AlFeMnTiSi,30,1000,1,BCC_FCC,2.145
AlFeMnTiSi,30,1000,2,BCC_FCC,2.084
AlFeMnTiSi,30,1000,3,BCC_FCC,2.11
AlFeMnTiSi,30,1500,1,BCC_FCC,2.249
AlFeMnTiSi,30,1500,2,BCC_FCC,2.161
AlFeMnTiSi,30,1500,3,BCC_FCC,2.219
AlFeMnMoSi,10,500,1,BCC,2.575
AlFeMnMoSi,10,500,2,BCC,2.523
AlFeMnMoSi,10,500,3,BCC,2.526
AlFeMnMoSi,10,1000,1,BCC,2.996
AlFeMnMoSi,10,1000,2,BCC,2.741
AlFeMnMoSi,10,1000,3,BCC,2.522
AlFeMnMoSi,10,1500,1,BCC,2.918
AlFeMnMoSi,10,1500,2,BCC,2.812
AlFeMnMoSi,10,1500,3,BCC,2.729
AlFeMnMoSi,20,500,1,BCC,2.933
AlFeMnMoSi,20,500,2,BCC,2.898
AlFeMnMoSi,20,500,3,BCC,2.727
AlFeMnMoSi,20,1000,1,BCC,2.716
AlFeMnMoSi,20,1000,2,BCC,2.964
AlFeMnMoSi,20,1000,3,BCC,2.831
AlFeMnMoSi,20,1500,1,BCC,2.533
AlFeMnMoSi,20,1500,2,BCC,2.505
AlFeMnMoSi,20,1500,3,BCC,2.641
AlFeMnMoSi,30,500,1,BCC,2.514
AlFeMnMoSi,30,500,2,BCC,2.665
AlFeMnMoSi,30,500,3,BCC,2.794
AlFeMnMoSi,30,1000,1,BCC,2.914
AlFeMnMoSi,30,1000,2,BCC,2.644
AlFeMnMoSi,30,1000,3,BCC,2.537
AlFeMnMoSi,30,1500,1,BCC,2.63
AlFeMnMoSi,30,1500,2,BCC,2.503
AlFeMnMoSi,30,1500,3,BCC,2.834
AlFeTiMoSi,10,500,1,BCC,2.028
AlFeTiMoSi,10,500,2,BCC,2.395
AlFeTiMoSi,10,500,3,BCC,2.572
AlFeTiMoSi,10,1000,1,BCC,2.226
AlFeTiMoSi,10,1000,2,BCC,2.453
AlFeTiMoSi,10,1000,3,BCC,2.619
AlFeTiMoSi,10,1500,1,BCC,2.369
AlFeTiMoSi,10,1500,2,BCC,2.531
AlFeTiMoSi,10,1500,3,BCC,2.688
AlFeTiMoSi,20,500,1,BCC,2.671
AlFeTiMoSi,20,500,2,BCC,2.777
AlFeTiMoSi,20,500,3,BCC,1.181
AlFeTiMoSi,20,1000,1,BCC,2.641
AlFeTiMoSi,20,1000,2,BCC,2.806
AlFeTiMoSi,20,1000,3,BCC,1.165
AlFeTiMoSi,20,1500,1,BCC,2.534
AlFeTiMoSi,20,1500,2,BCC,2.991
AlFeTiMoSi,20,1500,3,BCC,1.178
AlFeTiMoSi,30,500,1,BCC,2.962
AlFeTiMoSi,30,500,2,BCC,2.814
AlFeTiMoSi,30,500,3,BCC,2.706
AlFeTiMoSi,30,1000,1,BCC,2.904
AlFeTiMoSi,30,1000,2,BCC,2.765
AlFeTiMoSi,30,1000,3,BCC,2.604
AlFeTiMoSi,30,1500,1,BCC,2.726
AlFeTiMoSi,30,1500,2,BCC,2.533
AlFeTiMoSi,30,1500,3,BCC,2.821
AlNiMnTiMo,10,500,1,BCC,2.573
AlNiMnTiMo,10,500,2,BCC,2.995
AlNiMnTiMo,10,500,3,BCC,2.955
AlNiMnTiMo,10,1000,1,BCC,2.655
AlNiMnTiMo,10,1000,2,BCC,2.785
AlNiMnTiMo,10,1000,3,BCC,2.905
AlNiMnTiMo,10,1500,1,BCC,2.663
AlNiMnTiMo,10,1500,2,BCC,2.714
AlNiMnTiMo,10,1500,3,BCC,2.589
AlNiMnTiMo,20,500,1,BCC,2.57
AlNiMnTiMo,20,500,2,BCC,2.971
AlNiMnTiMo,20,500,3,BCC,2.746
AlNiMnTiMo,20,1000,1,BCC,2.918
AlNiMnTiMo,20,1000,2,BCC,2.669
AlNiMnTiMo,20,1000,3,BCC,2.866
AlNiMnTiMo,20,1500,1,BCC,2.933
AlNiMnTiMo,20,1500,2,BCC,2.892
AlNiMnTiMo,20,1500,3,BCC,2.545
AlNiMnTiMo,30,500,1,BCC,2.926
AlNiMnTiMo,30,500,2,BCC,2.601
AlNiMnTiMo,30,500,3,BCC,2.79
AlNiMnTiMo,30,1000,1,BCC,2.755
AlNiMnTiMo,30,1000,2,BCC,2.62
AlNiMnTiMo,30,1000,3,BCC,2.673
AlNiMnTiMo,30,1500,1,BCC,2.54
AlNiMnTiMo,30,1500,2,BCC,2.781
AlNiMnTiMo,30,1500,3,BCC,2.601
AlNiMnTiSi,10,500,1,BCC,1.761
AlNiMnTiSi,10,500,2,BCC,1.807
AlNiMnTiSi,10,500,3,BCC,1.952
AlNiMnTiSi,10,1000,1,BCC,1.786
AlNiMnTiSi,10,1000,2,BCC,1.868
AlNiMnTiSi,10,1000,3,BCC,2.01
AlNiMnTiSi,10,1500,1,BCC,1.82
AlNiMnTiSi,10,1500,2,BCC,1.925
AlNiMnTiSi,10,1500,3,BCC,2.112
AlNiMnTiSi,20,500,1,BCC,1.407
AlNiMnTiSi,20,500,2,BCC,1.43
AlNiMnTiSi,20,500,3,BCC,1.585
AlNiMnTiSi,20,1000,1,BCC,1.467
AlNiMnTiSi,20,1000,2,BCC,1.498
AlNiMnTiSi,20,1000,3,BCC,1.651
AlNiMnTiSi,20,1500,1,BCC,1.538
AlNiMnTiSi,20,1500,2,BCC,1.583
AlNiMnTiSi,20,1500,3,BCC,1.742
AlNiMnTiSi,30,500,1,BCC,1.194
AlNiMnTiSi,30,500,2,BCC,1.169
AlNiMnTiSi,30,500,3,BCC,1.279
AlNiMnTiSi,30,1000,1,BCC,1.261
AlNiMnTiSi,30,1000,2,BCC,1.257
AlNiMnTiSi,30,1000,3,BCC,1.353
AlNiMnTiSi,30,1500,1,BCC,1.346
AlNiMnTiSi,30,1500,2,BCC,1.355
AlNiMnTiSi,30,1500,3,BCC,1.456
AlNiMnMoSi,10,500,1,BCC_FCC,2.706
AlNiMnMoSi,10,500,2,BCC_FCC,2.77
AlNiMnMoSi,10,500,3,BCC_FCC,2.949
AlNiMnMoSi,10,1000,1,BCC_FCC,2.544
AlNiMnMoSi,10,1000,2,BCC_FCC,2.83
AlNiMnMoSi,10,1000,3,BCC_FCC,2.76
AlNiMnMoSi,10,1500,1,BCC_FCC,2.757
AlNiMnMoSi,10,1500,2,BCC_FCC,2.834
AlNiMnMoSi,10,1500,3,BCC_FCC,2.688
AlNiMnMoSi,20,500,1,BCC_FCC,2.848
AlNiMnMoSi,20,500,2,BCC_FCC,2.818
AlNiMnMoSi,20,500,3,BCC_FCC,2.542
AlNiMnMoSi,20,1000,1,BCC_FCC,2.58
AlNiMnMoSi,20,1000,2,BCC_FCC,2.872
AlNiMnMoSi,20,1000,3,BCC_FCC,2.709
AlNiMnMoSi,20,1500,1,BCC_FCC,2.751
AlNiMnMoSi,20,1500,2,BCC_FCC,2.626
AlNiMnMoSi,20,1500,3,BCC_FCC,2.638
AlNiMnMoSi,30,500,1,BCC_FCC,2.684
AlNiMnMoSi,30,500,2,BCC_FCC,2.961
AlNiMnMoSi,30,500,3,BCC_FCC,2.768
AlNiMnMoSi,30,1000,1,BCC_FCC,2.689
AlNiMnMoSi,30,1000,2,BCC_FCC,2.727
AlNiMnMoSi,30,1000,3,BCC_FCC,2.928
AlNiMnMoSi,30,1500,1,BCC_FCC,2.901
AlNiMnMoSi,30,1500,2,BCC_FCC,2.739
AlNiMnMoSi,30,1500,3,BCC_FCC,2.982
AlNiTiMoSi,10,500,1,BCC_FCC,1.394
AlNiTiMoSi,10,500,2,BCC_FCC,1.461
AlNiTiMoSi,10,500,3,BCC_FCC,1.584
AlNiTiMoSi,10,1000,1,BCC_FCC,1.372
AlNiTiMoSi,10,1000,2,BCC_FCC,1.472
AlNiTiMoSi,10,1000,3,BCC_FCC,1.627
AlNiTiMoSi,10,1500,1,BCC_FCC,1.374
AlNiTiMoSi,10,1500,2,BCC_FCC,1.493
AlNiTiMoSi,10,1500,3,BCC_FCC,1.678
AlNiTiMoSi,20,500,1,BCC_FCC,2.901
AlNiTiMoSi,20,500,2,BCC_FCC,2.864
AlNiTiMoSi,20,500,3,BCC_FCC,1.017
AlNiTiMoSi,20,1000,1,BCC_FCC,2.506
AlNiTiMoSi,20,1000,2,BCC_FCC,2.693
AlNiTiMoSi,20,1000,3,BCC_FCC,1.046
AlNiTiMoSi,20,1500,1,BCC_FCC,2.623
AlNiTiMoSi,20,1500,2,BCC_FCC,2.882
AlNiTiMoSi,20,1500,3,BCC_FCC,1.084
AlNiTiMoSi,30,500,1,BCC_FCC,2.864
